IDTEACH,IDSCHOOL,TT3G55A,TT3G55B,TT3G55C,TT3G55D,TT3G55E,TT3G55F,TT3G55G,TT3G55H,TT3G55I,CONT
319101,3191,3,3,2,3,2,3,3,3,3,1
319102,3191,3,3,3,3,3,3,3,3,3,1
319103,3191,2,2,2,3,3,3,3,3,3,1
319104,3191,2,2,2,2,2,3,3,3,3,1
319105,3191,3,3,3,3,3,3,3,3,3,1
319106,3191,3,3,3,1,1,3,3,3,3,1
319107,3191,3,2,2,3,3,3,3,3,2,1
319108,3191,3,3,2,3,3,3,3,3,3,1
319109,3191,3,2,3,3,3,3,3,3,3,1
319110,3191,2,2,3,3,3,3,3,3,3,1
319201,3192,0,0,0,0,0,0,0,0,0,1
319202,3192,3,3,2,2,3,3,3,3,3,1
319203,3192,2,2,2,3,3,3,3,3,3,1
319204,3192,3,3,3,3,3,3,3,3,3,1
319205,3192,2,2,3,3,2,3,3,3,3,1
319206,3192,2,2,3,3,2,3,3,3,3,1
319207,3192,3,1,3,3,2,3,3,3,3,1
319208,3192,2,2,2,2,2,2,3,3,2,1
319209,3192,3,3,3,3,3,3,3,3,3,1
319210,3192,3,3,3,3,3,3,3,3,3,1
319211,3192,3,3,3,3,3,3,2,3,3,1
319212,3192,3,2,2,3,3,3,3,3,3,1
319213,3192,3,2,2,3,3,3,3,3,3,1
319214,3192,1,2,1,3,2,2,3,3,3,1
319215,3192,2,2,2,3,2,3,3,2,3,1
319216,3192,3,3,3,3,3,3,3,3,2,1
319217,3192,3,3,3,3,3,3,3,3,3,1
319218,3192,2,2,2,3,3,3,3,3,3,1
319219,3192,3,3,3,3,3,3,3,3,3,1
319220,3192,2,2,3,3,3,3,3,2,3,1
319221,3192,3,3,3,3,3,3,3,3,3,1
319222,3192,2,2,2,3,3,3,3,3,3,1
319223,3192,3,3,3,3,3,3,3,3,3,1
319224,3192,3,3,3,3,3,3,3,2,2,1
319225,3192,3,3,3,3,3,3,3,3,3,1
319226,3192,3,3,3,3,2,3,3,2,2,1
319228,3192,3,3,3,3,3,3,3,3,3,1
